content,theme,sentiment,anls
三瓶。。。不知道什么时候能用完。味儿还可以，但没有泡沫，抹起来跟润肤露似的，有洁面效果吗？ p.s.这几天继续试用，现在改用水打湿后稍干一点直接抹这个，按摩片刻，然后清洗，效果还不错，皮肤挺滑的。但还是不知道有没有洁面效果。,NULL;味儿;效果;皮肤;,能用;还可以;不错;挺滑;,1;1;1;1;
没用几个月就坏掉了，线直接断了,NULL;,坏掉;,-1;
"感觉还可以,就是小抽屉似的那块太灵活,太容易开,而且太小的空间,不知道能放什么",感觉;NULL;NULL;,还可以;太灵活;容易;,1;1;1;
朋友很喜欢 棒棒的东西,NULL;NULL;,喜欢;棒棒的;,1;1;
花瓣橡胶垫很容易变形,NULL;,容易变形;,-1;
虽然价格不贵，但也是钱。材质真的不好，有些部位上也对得不是很好。一次性的东西，装起来之后再装就不行了,价格;材质;NULL;装起来;,不贵;不好;不是很好;不行了;,1;-1;-1;0;
总体感觉还不错，买来送人的，还没送呢，暂不知道用起来如何,感觉;,不错;,1;
一个大点的包装袋，里面是个小袋子，也就是10付。取出来试了一付感觉还行，价格比较实惠，用着还不错。,感觉;价格;用着;,还行;实惠;不错;,1;1;1;
老婆说旋风龙痛，现在都仍了。,,,
味道很香，不过没什么出彩的地方,味道;,很香;,1;
用掉了一直，还可以，也不贵,NULL;NULL;,还可以;不贵;,1;1;
如题，号称大浴帽，结果还不如一般浴帽大。 气味极大，感觉材质肯定不好 看见外面超市卖的比这个便宜 综上 性价比非常低，不建议购买。在网上还是买书质量比较有保证……,NULL;气味;NULL;NULL;质量;,不如一般;极大;不好;便宜;保证;,0;1;-1;1;1;
实惠 很好 也好用 但愿是正品,NULL;NULL;NULL;NULL;,实惠;很好;也好;正品;,1;1;1;1;
没看起来好看，动作挺难，推荐别买，买了后悔,看起来;NULL;NULL;,好看;推荐;后悔;,1;1;-1;
昨天找到了听力资料网站【..】 有音频还是可以的。希望可以分享给大家。。,NULL;NULL;,可以;可以;,1;1;
刚刚好包过A4相片，再宽一点点就更好了，总体来说还可以,NULL;NULL;总体;,好;更好;还可以;,1;1;1;
价格有点贵，书很薄。题目还不错，条例很清楚,价格;书;NULL;NULL;,贵;很薄;不错;清楚;,-1;-1;1;1;
比在专柜买的大牌墨镜，这款更适合我,NULL;,适合;,1;
安装还算方便，个别接合处要使点劲儿，还算结实，用来放内衣袜子和夏天的轻薄衣服没问题。,安装;NULL;,方便;结实;,1;1;
还好吧，味道太大太大了，怎么回事,NULL;,还好;,1;
毛巾不太吸水 所以不是很好用，样式倒是和图片区别不大,NULL;,不是很好;,-1;
连续2个硒鼓，用不了几次，就会不停地预热中，不能用。买了好点的以后工作正常。 但老板的服务态度相当不错。,NULL;工作;服务态度;,好点;正常;不错;,1;1;1;
书中多处缺页，比如从54跳到57，很失望，在卓越买到这样质量差的书。,NULL;NULL;质量;,失望;卓越;差;,-1;1;-1;
坏芡实较多，已经泡了一晚上，又煮了一个半小时，还有不少没煮开的，硬的吃不了，令人失望，比我以前在药店买的差，不像是一级食品,NULL;NULL;NULL;NULL;NULL;,坏;不少;硬;失望;差;,-1;1;-1;-1;-1;
金属的架子，可以调角度，但是太小了，300，400页的书还马马虎虎，再厚点就架不住了，我的那本1300页的书根本就用不了,NULL;书;,可以;马马虎虎;,1;0;
非常薄的胶带，很容易就撕烂了。,NULL;NULL;,薄;容易;,0;1;
命苦啊。用了十分钟就坏了。一直连接不到外网。只能换货。换了货还是差的，换朋友的网件能用。算了，不退了。麻烦。,NULL;NULL;网件;NULL;,坏;差;能用;麻烦;,-1;-1;1;-1;
一直是beats粉，亚马逊直营便宜不少，听说炫黑容易粘指纹，就买了哑光黑，很低调，满意。,亚马逊;NULL;NULL;NULL;NULL;,便宜;不少;容易;低调;满意;,1;1;1;0;1;
自从吃了这个之后，猫拉大便带血，也不知道是什么原因，到底是肚子里有虫，还是不适应这个粮。吃了打虫药，也给喂了三天的调理肠胃的药了，也没见好，还是带血，唉。,NULL;,好;,1;
因有上下层，效果不太好。,效果;,不太好;,-1;
味道可以，还行，袖珍可爱,味道;NULL;NULL;NULL;,可以;还行;袖珍;可爱;,1;1;1;1;
什么破书，质量太差了，和当当上比较查的不是一丁半点的，以后决不买亚马逊的东西。,质量;,太差;,-1;
发热，慢，，用100块的同品牌比这个好多了。,NULL;,慢;,-1;
卸妆油有点卸不干净，而且好油,卸妆油;,不干净;,-1;
高度挺合适，就是感觉单薄了些。而且座椅面略小，胖人坐上去就遭罪了。我体型偏瘦，现在是冬天，穿的衣服多了，坐上去也感觉局促。,NULL;感觉;NULL;,合适;单薄;略小;,1;-1;-1;
买回来还不错的样子，物流还好,NULL;物流;,不错;还好;,1;1;
说的是按压瓶，拿到的是喷雾瓶......单独买的，浪费运费，就当被骗了,NULL;运费;,浪费;被骗;,-1;-1;
用了一下，没有什么效果。 像水一样。 总体感觉非常差，不要购买你会后悔的！！,感觉;NULL;,差;后悔;,-1;-1;
秒杀买的，很好，不过质量稳固度没有白色那个好，略微单薄点，没味道。如果可以再牢固厚实点更好，不过还是很喜欢的,NULL;质量;NULL;NULL;NULL;NULL;NULL;,很好;稳固;好;单薄;可以;更好;喜欢;,1;1;1;-1;1;1;1;
刚刚试用了一晚，不好！睡的头昏脑涨！怀疑是劣质产品！卖家说不要打开枕套，为了探究真相还是剪了个口，闻不到乳香味，倒是一股机油味！发货来的时候就不是真空包装，还说是中途漏气，连枕套都不是可拆卸的，明显卖家故意的！百度了下，不是纯物理制作的，应该是先发泡的化学枕头！,NULL;NULL;NULL;NULL;,不好;劣质;漏气;明显;,-1;-1;-1;0;
从价格品质对比来说还是不错的，设计上有些缺陷。过滤内胆位置有点偏高，造成如果想将内胆里的茶叶全部浸泡在开水中就需要完全加满。另外内胆与杯口是三点卡扣，安装内胆时需要对好。,NULL;NULL;NULL;NULL;,不错;缺陷;偏高;好;,1;1;-1;1;
家用耳温枪的旗舰款，小巧，造型优美，简单易用，可是实现一秒钟准确测温。工艺略显差了些，尤其选择年零按钮和MENU按钮，正常态高低不齐,NULL;造型;NULL;工艺;NULL;,小巧;优美;简单;差;正常;,1;1;1;-1;1;
一分价钱一分货吧，还可以,NULL;,还可以;,1;
包装挺好，只是很不实用，温度真的很低～～,包装;NULL;温度;,挺好;不实用;很低;,1;-1;1;
内外左右设计对称一样，都是比较浅的只够放一张卡空间的格，其实可以考虑不一样，更便于放东西，目前更像卡包。若定位为卡包可给星4-5，若当杂物包，只好3星了。,NULL;NULL;空间;NULL;定位;,浅;卡;可以;卡;卡;,-1;-1;1;-1;-1;
说明书是西语和英语的，上面说要用120 V的交流电充电，吓了一跳，不过后来发现这个充电器是宽范围充电器，可以再国内使用。配件很多，机子用起来声音也不算特别大。送的袋子比较没用，特别大，而且是那种塑料布,NULL;配件;,可以;很多;,1;1;
东西很好，就是小了点,东西;NULL;,很好;小了点;,1;-1;
丝巾真的很坑，但是内容还是有很多可以引起共鸣,NULL;NULL;NULL;,很坑;很多;可以;,-1;1;1;
还没用几次就坏了真心不建议买这种便宜货,NULL;NULL;,坏;便宜货;,-1;-1;
书的内容很经典就不用说了 1.包装很完整，但是明显是分为三套的，1~4一套，5~7一套（壳子颜色略微偏深，但是不仔细看看不出来）8一套。可能是修订年份不一样因为一套感觉没有多大出入 2.纸张略薄，摸起来不是很舒服= =（以前买了本盗5那纸张感觉好多了） 3.还没有重温……不知道有没有错别字 4.出版社相同 综上，卓越地址出售的一套应该算是整套= =不知道其他入住商户的是不是了,内容;NULL;包装;NULL;颜色;纸张;NULL;NULL;,经典;不用说;完整;明显;偏深;略薄;舒服;卓越;,1;1;1;0;-1;-1;1;1;
笔头柔软 容易上色 但是很容易掉妆 还不到半天眼线就掉了一半 多用用 看看它睫毛增长的效果有没有,笔头;NULL;上色;,柔软;容易;容易;,1;1;1;
太稀；不易干，涂上过一夜也没干；霉菌没变白；有刺激气味。没有中文说明。,NULL;NULL;NULL;,太稀;不易干;没干;,-1;-1;1;
69元包邮，真的很震撼，手麻了，眼睛倒没太大感觉。喜欢白色，发来白色，还挺高兴。至于说是否能去除眼角纹，得用过一阵子才知道，这里还可以追加评论么？不过涂完眼霜后，再用这个按摩器，眼霜吸收得比较好，不再像以前那么油光光的了。,NULL;NULL;NULL;吸收;,包邮;喜欢;还可以;好;,1;1;1;1;
价格实惠，用着还行，就是需要自己自动关机，感觉会费电,价格;用着;,实惠;还行;,1;1;
1、剃须刀很好用。 2、冲牙器也好用； 3、光波电烤箱也很好用 4、小提琴质量太差，买来不到一个月弓子前端弓毛便整体脱落，实在令人寒心。,剃须刀;NULL;质量;整体;,很好;很好;太差;脱落;,1;1;-1;-1;
一般般，基本是没有作用。,NULL;,一般般;,0;
便宜倒是便宜，但用起来和狮王的感觉完全不一样，怎么说呢？推荐狮王的，太失望了…,NULL;NULL;NULL;NULL;,便宜;便宜;推荐;失望;,1;1;1;-1;
不是第一次买了，性价比高。,性价比;,高;,1;
假的，没有用，一点用都没有,NULL;,假;,-1;
不知道是不是换毛刷材料了，没有原来有弹性耐用了,有弹性;,耐用;,1;
"大,可以遮 3 個人 比較重,女性不適宜隨身攜帶(防狼除外)",NULL;NULL;,可以;重;,1;-1;
"内容全部是主观意见。而且评论太肤浅,一点不深刻啊!很失望。",NULL;,失望;,-1;
没有说得那么好，洗衣效果跟蓝月亮也差不多，就是手洗的话，手不干，不值这个价,NULL;洗衣效果;手;NULL;,好;差不多;不干;不值;,1;0;1;-1;
没有想象的好，但是也就那样吧！习惯性好评,NULL;NULL;,好;好评;,1;1;
防噪音效果很一般，戴久了怪不舒服的，不值这价位,效果;NULL;NULL;NULL;,一般;久;不舒服;不值;,0;0;-1;-1;
"润手霜的盒子是烂的,打开一看盖子下面密封的也被撕掉了,居然送来了别人用过的东西. 还好当着送货的人打开的,让他拿走了.再也不敢在卓越买化妆品了,太可怕了",NULL;NULL;NULL;NULL;,烂;还好;卓越;可怕;,-1;1;1;-1;
只要不过敏就行，价格没优势，希望多活动。,NULL;NULL;,不过敏;行;,1;1;
标题写7plus可以用，实际上不能用，东西当礼物送给朋友了，真是尴尬！误导消费者，差评！,NULL;NULL;,可以;差评;,1;-1;
包装得非常好。质量看上去不错。装的时候少了三个垫片，不知道是我不小心弄丢了，还是本来少了。 如果再购买电脑椅，我会继续考虑这个牌子。,包装;看上去;,好;不错;,1;1;
不似网上流传的有些花样便当那样精美绝伦、高不可攀。因此我觉得不用太费事费力也可以做出健康营养可操作的便当。,NULL;做出;,可以;健康;,1;1;
还好了，要是大颗粒就更好了,NULL;NULL;,还好;更好;,1;1;
是二手的，只挂了一个亚马逊自己做的牌子。没有雷朋自带的防伪牌。盒子也是被开过的。,NULL;,二手;,-1;
物超所值 推荐购买 宝宝玩了三个月 依旧是最爱！,NULL;NULL;NULL;,物超所值;推荐购买;最爱;,1;-1;1;
名不副实，只能叫做短小唐诗而已，怎能叫唐诗三百首,NULL;,名不副实;,-1;
1.没有备用螺丝，有一个螺丝比其他的短，结果有一个孔只能靠锤。 2.木板质量比其他牌子差一点，有几个角磨损掉漆，背后的挡板很薄，容易变形。 3.安装门的时候发现有些打孔位置不一致，安装后不是很齐，牢固度一般。安装花了一小时。 总体评价一般，这样的质量，没有活动不价格虚高,NULL;挡板;NULL;牢固度;评价;价格;,短;很薄;容易变形;一般;一般;虚高;,-1;-1;-1;0;0;-1;
味道是本身的味道，没有刺鼻，也很舒服,NULL;NULL;,没有刺鼻;舒服;,1;1;
出墨不畅，而且非常粗，根本就是f尖，与之前买的另一个完全没法比,,,
遇水膨胀，膨胀程度很轻，不理想。,NULL;,很轻;,1;
临时使用还是可以的。,NULL;,可以;,1;
商品还可以，价格也行，就是物流太差，送到单位门卫就扔在那了，也不给我打电话通知一声，12号到的货害的我今天才拿到，坑爹啊！,商品;价格;物流;NULL;,还可以;行;太差;坑爹;,1;1;-1;-1;
货到手试用了，暂无问题。货物很轻，但不影响使用。配件很好：2条电话线，一条网线，一个分音器。电源插头，连接MODEM一头，是小口插头，跟我正在使用的MODEM的电源插头不同（现用的是大一点的），不能通用，有点不环保。,货物;NULL;配件;NULL;NULL;,很轻;不影响;很好;不能通用;不环保;,1;0;1;1;1;
放在阳台洗衣机上边了，我和老公都很喜欢，质量也不错。贵了点。,NULL;质量;NULL;,喜欢;不错;贵;,1;1;-1;
清污效果不佳，用了以后！差评,效果;NULL;,不佳;差评;,-1;-1;
实物色差明显，也没那么好看，东西还算结实,色差;东西;,明显;结实;,0;1;
担心网上买的质量，收到后很满意！性价比高！比在店里买的划算多了。,质量;性价比;NULL;,满意;高;划算;,1;1;1;
今天上午收到，就是少配一根网线。试了一天问题还是给我遇到了，晕，真的要重启才行。信号可以，在四楼放一楼都有二格，要买的真的要考虑，一分钱一分货。星是给信号的,NULL;信号;,行;可以;,1;1;
昨天到的货，昨天晚上用的，看评论说第二天香气还有，我就试了一下，除了手心，其他地方都没有了，而且味道太浓，还有很甜的感觉，很俗气，跟外面十来块钱的香水差不多。,味道;香水;,太浓;差不多;,-1;0;
到手的时候不知道是不是书店的压箱底货还是快递有问题，封面各种皱，收到时候的好心情全都没有了,快递;NULL;,有问题;好;,-1;1;
一直用，非常滋润。好,NULL;NULL;,滋润;好;,1;1;
还不错。适合干皮。混合皮夏天的时候少用一点也可以，很滋润，敏感皮表示也没有过敏,NULL;NULL;NULL;NULL;NULL;NULL;,不错;适合;可以;滋润;敏感;没有过敏;,1;1;1;1;1;1;
大小正合适，就是填充物有好多硬结，算是对得起这个价格，上面还是要加层褥子……,大小;NULL;,正合适;对得起;,1;1;
颜色随机，一点都不好，发来的颜色不是自己喜欢的，雨伞质量还可以，重量一般，价格还给力,颜色;颜色;质量;重量;,不好;喜欢;还可以;一般;,-1;1;1;0;
打开一看，明显是别人的退货！并且味道很大，果断退货,NULL;味道;,明显;很大;,0;1;
满怀期待的买来，发现掉毛，以为洗完会好点，还是一样，可惜我吊牌剪了，不然就退货了。东莞生产的，真心怀疑是否正品，正品据说不掉毛！可是价钱也不便宜啊。郁闷。,NULL;NULL;NULL;NULL;价钱;NULL;,好点;可惜;正品;正品;不便宜;郁闷;,1;-1;1;1;-1;-1;
买了一瓶来用，唯一的感受这玩意儿酸性物质太强，伤牙釉质，漱口结束，感觉整个牙齿被石材打磨机磨了一遍，牙齿感觉难受，赶紧用清水冲洗好几遍，才有所缓解。亲身使用感受，特别伤牙釉质，各位冲着天后去的要考虑清楚。,NULL;感觉;NULL;,太强;难受;清楚;,-1;-1;1;
"刚用了一个月,管子就裂了往外喷水,联系售后给修好了",NULL;,裂;,-1;
没有想象的好，回弹还可以，整个形状像个砖，没有弧度，睡眠状况依旧，透气性还可以,NULL;NULL;透气性;,好;还可以;还可以;,1;1;1;
发过来的 感觉是别人用过的 有水渍。质量也很一般,质量;,一般;,0;
还不错，做工挺精细的，就是没有图片渲染的那么好。没有纸盒包装，只有一个塑料袋。应该是正品吧。,NULL;做工;NULL;NULL;,不错;精细;好;正品;,1;1;1;1;
还没用，感觉还不错，送了6瓶小的洗面奶，赠品还挺多的。以为是进口的，原来是国产的，不过看着还行，不知道好不好用。,感觉;NULL;看着;,不错;挺多;还行;,1;1;1;
亚马逊应该及时更新 这个产品商家已经确认没货而且新款不一样了 但是页面还是老的 误导新客户,NULL;,及时;,1;
一下子买了9支，发的3个包装口味是一模一样的，牙膏味道不好，99元买的现在又降价到89，不满意,NULL;NULL;,一模一样;不满意;,1;-1;
有股淡淡新鲜棉花味，感觉不错,感觉;,不错;,1;
第一次在亚马逊买东西，之后是大写的失望，送货员不送上门，要去外面自取，打开包裹眼罩盒子是完全开了封放里面的，我想问是不是某处的滞销品拿来打特价,NULL;,失望;,-1;
手感不好，很强的塑料感。,手感;NULL;,不好;很强;,-1;1;
床垫没味道，还算满意，送的这两个枕头十分鸡肋，太小了，婴儿枕么。再买还是买厚一点的床垫吧,NULL;NULL;NULL;,满意;鸡肋;厚;,1;-1;0;
味道比我店里买的特别重，,NULL;,重;,-1;
没法接受这个味道，但是最烦人的是因为是油性成分，根本没发洗掉，只能连剃须刀一起扔了。,NULL;,烦人;,-1;
刷的时候有点酸涩，味道还可以，刷完后还有点薄荷。,味道;,还可以;,1;
奶瓶颜色发黄了。应该是积压货，奶嘴有点硬，刚出生的孩子可能不适应。建议6个月以上的孩子使用。,颜色;NULL;,发黄;硬;,-1;-1;
东西不错，挺漂亮的，而且内胆比我自己用的紧。朋友看了也很满意,东西;NULL;NULL;,不错;漂亮;满意;,1;1;1;
一点都不好用。真的很差,NULL;NULL;,不好用;很差;,-1;-1;
我的孩子快7岁，非常喜欢听，有时他和小伙伴在车上听，听不完都不愿意下车，董浩讲的非常生动。这样的CD都点就好了！,NULL;NULL;NULL;,快;喜欢;好;,1;1;1;
双11购入，比某猫便宜，所以选择在亚马逊买，1091.00。 就是冲富安娜的品牌去的，朋友都说这个品牌好。收货后感觉有一股酸酸的味道，摊开时间长一点会好一点，不知道蚕丝被是不是就是这样的。感觉很薄很轻，在广东用应该没问题吧，希望会暧哦！,NULL;品牌;时间;感觉;NULL;,便宜;好;长;很薄;很轻;,1;1;1;-1;1;
蓝牙功能还不错，可惜自带了一个闪来山区的蓝灯，白天倒也无所谓，晚上睡觉的时候必须要拔下来，那个蓝灯闪啊闪的根本让人没法睡觉，用了一段时间就扔掉了，为了方便用蓝牙，却带来了不便，简直是产品实际上的失败,NULL;NULL;NULL;产品;,不错;可惜;方便;失败;,1;-1;1;-1;
这款猫粮之前都在亚马逊了好多次，京东也买过，吃了好几年了，都是不错的猫咪爱吃，这次活动又买了三袋，这次估计是假的，颜色深还很油很油，猫咪闻闻就走了，根本不吃，好早之前还在亚马逊买过化妆品，现在亚马逊已经堕落成这样了，猫粮都卖假货，不会再来啦…失望…,NULL;NULL;NULL;颜色;NULL;NULL;NULL;,不错;爱吃;假;深;好;假货;失望;,1;1;-1;-1;1;-1;-1;
手套有点薄，型号有点小。,NULL;,薄;,0;
买多了，够用一个月。,NULL;,够用;,1;
大品牌品质有保障，刷毛挺柔软的，很满意哦！,NULL;NULL;,保障;柔软;,1;1;
"不好看,大篇幅在对话烂烂烂,烂死了强烈不建议买,不值得 内容看完很失望,唉",NULL;NULL;NULL;,烂;值得;失望;,-1;1;-1;
书的质量很好，但是买回来小朋友觉得比较难懂，放在一边没有看啦,质量;,很好;,1;
从来没用过这般的手霜呢，不过挺好的,手霜;,挺好;,1;
椅子本身质量不错，值这个价。但是，第一次，放在地上，不平整。于是退货。第二次，椅背上有块皮破了。不是很大，但被我发现了。于是再退。想再买，结果没货了。,质量;NULL;皮;NULL;,不错;不平整;破;不是很大;,1;-1;-1;-1;
包装很上档次，以后支持国货,包装;,上档次;,1;
震动很足，不过一不小心敲到牙齿很痛啊！牙齿会敲松吗？入门级也算不过不失吧,震动;牙齿;,很足;很痛;,1;-1;
牙刷很好，用得舒服 用完了再买,牙刷;NULL;,很好;舒服;,1;1;
javascript原理及其实践兼顾，不可多得的好书，翻译的也很负责，有的地方原书有问题的地方也进行了纠正。,NULL;NULL;,负责;有问题;,1;-1;
上档次，降价太快，其它未知，送人了。,NULL;NULL;,上档次;快;,1;1;
质量还可以，服务态度也不错，安装师傅手艺不太熟练 两人三个小时完工。刚来时味道挺大的，但不刺鼻，是松木味，大约散了一个多月。现在使用还没发现大问题，只是床板特别容易出声音，上铺稍微翻个身 就能把人吵醒（本人睡觉轻），床板不平整，好多翘起的，希望压压床能够平整过来。,质量;服务态度;味道;NULL;NULL;睡觉;NULL;,还可以;不错;挺大;不刺鼻;容易;轻;不平整;,1;1;1;-1;1;1;-1;
面膜纸喜欢 精华好少哦,面膜纸;精华;,喜欢;好少;,1;-1;
东西很好，很方便实用，做法有趣，简单，刚刚做了一瓶柠檬水，口感跟巴黎气泡水一样棒，店家态度非常好。,东西;NULL;做法;NULL;NULL;态度;,很好;方便实用;有趣;简单;棒;好;,1;1;1;1;1;1;
书中错误太多，这种教材是不该出现这样问题的，感觉比盗版的还差，现在盗版也就纸张差点。,感觉;NULL;NULL;,盗版;差;盗版;,-1;-1;-1;
上横管两个插口都不在一条直线上，安装不进去，人才啊，四个万向轮，两个按不上去，用了暴力勉强放上去，随时还掉，真是郁闷呐，人才人才,NULL;,郁闷;,-1;
应该可以吧，暂时没打开。。。。。,NULL;,可以;,1;
没验是否正品。包装很正规，音质普通,NULL;包装;音质;,正品;正规;普通;,1;1;0;
里外都是棉的，贴身很舒服。只是太轻薄了一点。,NULL;NULL;,舒服;轻薄;,1;0;
书很精彩呀，还可以收藏，明年就可以给儿子看了,书;NULL;,还可以;可以;,1;1;
在实体买过一把，好像有点区别，但还可以，挺好。,NULL;NULL;,还可以;挺好;,1;1;
看评论还不错，还没使用，正在备货中,NULL;,不错;,1;
都是正品，老婆反应也还不错，十分好，刚刚开始的时候我看评论还有点怕，不知道谁在玷污亚马逊？,NULL;反应;NULL;,正品;不错;好;,1;1;1;
怎么换了包装之后连内容都不太一样了？这还是大宝洗面奶吗？稀了很多，清洁力下降了（本来老款清洁力就一般，只是我皮肤敏感不能用强力清洁的，这款清洁力更差了）。有点后悔买了两罐。,NULL;清洁力;皮肤;清洁力;NULL;,很多;一般;敏感;更差;后悔;,1;0;1;-1;-1;
给爸爸买的 还不错的哦,NULL;,不错;,1;
"女儿4岁，一直想给她买一套成长桌椅. 直到有一天发现了心家宜的产品. 材料及做工都非常好, 完全没有味道. 功能描述与实际一样，桌椅很沉，感觉很结实, 非常满意。买了粉红色，女儿很喜欢. 非常实用！推荐购买!",做工;感觉;NULL;NULL;NULL;NULL;,好;结实;满意;喜欢;实用;推荐购买;,1;1;1;1;1;-1;
粗重的剪刀，但是鸡骨却减不断。,,,
不错，用了有近一个月了，还在用，没有发现不好。就是有一点点硬，可以原谅。,NULL;NULL;NULL;NULL;,不错;不好;硬;可以;,1;-1;-1;1;
挺好的，吸收很快，会继续用一段时间,NULL;吸收;,挺好;很快;,1;1;
挺好的，非常不错，很好,NULL;NULL;NULL;,挺好;不错;很好;,1;1;1;
刚涂上的时候有凉凉的感觉，过会儿就没了，滋润还行，比起那款植物佛手柑的就差些了，膏体也比佛手柑的硬，用着挺省的,NULL;NULL;NULL;膏体;,凉凉的;滋润;还行;硬;,1;1;1;-1;
锤是裂的，轻的根本砸不了蒜,NULL;,轻;,1;
如同一本自传，其它内容体系不强，比如对于选择不如自己的男人，这本书········，还不如《香蕉哲学》有思想。,NULL;,不强;,-1;
这书真心写得没什么意思。挺坑的，有点怀疑作者的真实身份。,NULL;NULL;,挺坑;真实;,-1;1;
收到东东，速度确实快，可是瓶身跟我在专柜看的不一样，没有花纹，真的还是假的还是换包装了啊,速度;NULL;,快;假;,1;-1;
习惯了用这个防晒，性价比好，也适合自己,性价比;NULL;,好;适合;,1;1;
护手霜很好，唇膏也不错。气味很淡。,护手霜;唇膏;气味;,很好;不错;很淡;,1;1;-1;
挺重的，不过我是感觉太软，无论使用哪一面都是！,NULL;感觉;,挺重;太软;,1;-1;
丹布朗的书一直很喜欢，买来还没看。但是应该还不错,书;NULL;,喜欢;不错;,1;1;
发货很快，还送了赠品。但是这个眼膜设计的不够好吧，把最眼尾的地方覆盖不住，不会回购。,发货;NULL;,很快;不够好;,1;-1;
外观与图片一致，质量也没问题，快递比预期的快，一切OK！,图片;NULL;,一致;快;,1;1;
内容挺好，就是纸张有点粗糙，不过不影响，主要还是看内容。,内容;NULL;NULL;,挺好;粗糙;不影响;,1;-1;0;
很好的品质和质感 掉进了活页坑 最近的新宠,NULL;NULL;,很好;坑;,1;-1;
实物比图片好看。挺能装的，空间分割也很合理。但是背带上没有肩垫，背上很重。挂伞车上有个硬伤，娃一起来车就后翻。那个隔尿垫也是个鸡肋，完全不防水，吸水性和渗水性倒是杠杠的！,图片;NULL;NULL;隔尿垫;NULL;,好看;合理;很重;鸡肋;杠杠的;,1;1;-1;-1;1;
整瓶已经使用完毕，感觉不出什么好的效果，不知道是不是正品，很怀疑,,,
效果还可以，性价比挺高,效果;性价比;,还可以;挺高;,1;1;
很好用，物美价廉，不错,NULL;NULL;NULL;,很好;物美价廉;不错;,1;1;1;
用了两天，调节旋钮断了，够垃圾！,NULL;,垃圾;,-1;
不是触屏，完全靠震动识别，感觉没想象好,感觉;,好;,1;
不好看，颜色不符。质量一般,颜色;质量;,不符;一般;,-1;0;
很不错的商品，质量很好,NULL;质量;,不错;很好;,1;1;
性价比不高，包装铁盒满目疮痍，点读笔的包装袋遍布灰尘，应该是退的货，懒得换了！,性价比;,不高;,0;
信赖的品牌 水壶小巧便于携带,NULL;水壶;,信赖;小巧;,1;1;
黑枸杞是真心不错，颗粒比较饱满，基本没有坏果，泡出来的颜色很浓，枸杞香味也比较重，的确是比较好的黑枸杞,NULL;NULL;香味;NULL;,不错;饱满;重;好;,1;1;-1;1;
垃圾！连上网数据丢包严重。看个视频三秒一缓冲。,NULL;包;,垃圾;严重;,-1;-1;
通篇满是正确的废话，见树不见林。我觉得高等教材建设就必须有高度，居高临下，统括全局才是上品。首先得将基本概念和基本原理说清楚，其次宜将当代成就和应用成果呈现出来，最后再将存在的前沿问题和未来的发展趋势作个介绍，让学生能迅速站在巨人的肩膀上承上启下！……。可惜，这套第四版教材仍然令人失望。 最后特别为亚马逊的快递哥点赞！,NULL;NULL;NULL;NULL;NULL;,正确;清楚;可惜;失望;点赞;,1;1;-1;-1;1;
外形超赞 高端大气上档次 试用了下 也超赞 略带点低音炮的感觉 值这个价位,外形;NULL;NULL;NULL;NULL;,超赞;高端;大气;上档次;超赞;,1;1;1;1;1;
遮光效果很好，也挺舒服，但戴着总觉得怪怪的。眼罩较厚，夏天可能会比较热。,效果;觉得;,很好;怪怪的;,1;-1;
很烂的日本企业，很烂的崇尚日本精神的总经理，产品自然没有什么优点。,NULL;NULL;产品;,很烂;很烂;自然;,-1;-1;1;
颜色质量都很好，就是价钱小贵。名为保暖内衣，其实是单层的，和普通内衣一样薄，不过老爸说穿着体感确实比其他的舒服,质量;价钱;NULL;内衣;NULL;,很好;小贵;普通;薄;舒服;,1;-1;0;0;1;
装了2个小时才装起来。看起来质量还可以。,质量;,还可以;,1;
宝贝好喜欢，质量很好，简直是宝宝喝水的好帮手,宝贝;NULL;质量;,好;喜欢;很好;,1;1;1;
牙膏好干，跟平时买的舒适达不一样。,牙膏;NULL;,好;干;,1;-1;
不错，上色效果还是挺好的，而且有几个不常见也不太容易买到的颜色。,NULL;NULL;NULL;,不错;挺好;容易;,1;1;1;
好用，而是用了一次，挺快的，不卡毛。,NULL;NULL;NULL;,好用;挺快;不卡;,1;1;1;
怎么说呢，做工并不算很精美，有点粗糙，不过也值这个价了,做工;NULL;,精美;粗糙;,1;-1;
走时精准，静音；实木框架，比较漂亮。 性价比高。 使用一年后，走时误差太大，抛弃了。,NULL;NULL;性价比;,静音;漂亮;高;,1;1;1;
冰箱里用的樱花的除臭，很好用，相信这个不也会差吧,NULL;NULL;,很好;差;,1;-1;
裤子兜太浅，没法装东西，很薄，本来想退货，太麻烦就没退，赶感觉不值这个价位,NULL;NULL;感觉;,很薄;麻烦;不值;,-1;-1;-1;
硅胶的软呼呼地，实在没什么用处，还容易脏，一粘上灰尘根本弄不掉,NULL;,容易脏;,-1;
还没有拆开包装了，希望产品让人满意。产品是近期生产的，用我查查扫了一下二维码，确认产品是正品。,NULL;NULL;,满意;正品;,1;1;
刚买来一边的灶就是坏的，联系苏泊尔客服维修，说是马上联系处理，后面就没有消息了，现在才用了不到一个月，另一边也出问题，很气愤的一次购物体验。,NULL;NULL;,坏;气愤;,-1;-1;
